"FUNC-ID","page","route","element","text","action","expected","actual","status","console","network"
"FUNC-0723","模型中心/Candidate","/model/model-candidate","button/button","快捷操作","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0724","模型中心/Candidate","/model/model-candidate","button/button","收起菜单","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0725","模型中心/Candidate","/model/model-candidate","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0726","模型中心/Candidate","/model/model-candidate","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0727","模型中心/Candidate","/model/model-candidate","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0728","模型中心/Candidate","/model/model-candidate","input/input","搜索版本号 / 模型名称 / 训练任务ID","input","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0729","模型中心/Candidate","/model/model-candidate","button/button","","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0730","模型中心/Candidate","/model/model-candidate","button/button","刷新","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0731","模型中心/Candidate","/model/model-candidate","button/button","启动训练","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0732","模型中心/Candidate","/model/model-candidate","button/button","更多","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0733","模型中心/Candidate","/model/model-candidate","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0734","模型中心/Candidate","/model/model-candidate","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0735","模型中心/Candidate","/model/model-candidate","button/button","查看训练日志","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0736","模型中心/Candidate","/model/model-candidate","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0737","模型中心/Candidate","/model/model-candidate","button/button","回滚","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0738","模型中心/异常","/model/model-error","input/combobox","","select","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0739","模型中心/异常","/model/model-error","button/button","通知中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0740","模型中心/异常","/model/model-error","button/button","帮助中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0741","模型中心/异常","/model/model-error","button/button","刷新当前视图","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0742","模型中心/异常","/model/model-error","button/button","最终验收管理员 A admin","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0743","模型中心/异常","/model/model-error","li/menuitem","首页","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0744","模型中心/异常","/model/model-error","li/menuitem","数据中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0745","模型中心/异常","/model/model-error","li/menuitem","预测中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0746","模型中心/异常","/model/model-error","li/menuitem","策略中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0747","模型中心/异常","/model/model-error","li/menuitem","AI 助手","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0748","模型中心/异常","/model/model-error","li/menuitem","报告中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0749","模型中心/异常","/model/model-error","li/menuitem","模型中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0750","模型中心/异常","/model/model-error","li/menuitem","知识库","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0751","模型中心/异常","/model/model-error","li/menuitem","任务中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0752","模型中心/异常","/model/model-error","li/menuitem","系统设置","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0753","模型中心/异常","/model/model-error","button/button","快捷操作","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0754","模型中心/异常","/model/model-error","button/button","收起菜单","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0755","模型中心/异常","/model/model-error","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0756","模型中心/异常","/model/model-error","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0757","模型中心/异常","/model/model-error","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0758","模型中心/异常","/model/model-error","input/input","搜索版本号 / 模型名称 / 训练任务ID","input","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0759","模型中心/异常","/model/model-error","button/button","","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0760","模型中心/异常","/model/model-error","button/button","刷新","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0761","模型中心/异常","/model/model-error","button/button","启动训练","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0762","模型中心/异常","/model/model-error","button/button","更多","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0763","模型中心/异常","/model/model-error","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0764","模型中心/异常","/model/model-error","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0765","模型中心/异常","/model/model-error","button/button","查看训练日志","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0766","模型中心/异常","/model/model-error","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0767","模型中心/异常","/model/model-error","button/button","回滚","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0768","模型中心/回滚","/model/model-rollback","input/combobox","","select","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0769","模型中心/回滚","/model/model-rollback","button/button","通知中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0770","模型中心/回滚","/model/model-rollback","button/button","帮助中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0771","模型中心/回滚","/model/model-rollback","button/button","刷新当前视图","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0772","模型中心/回滚","/model/model-rollback","button/button","最终验收管理员 A admin","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0773","模型中心/回滚","/model/model-rollback","li/menuitem","首页","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0774","模型中心/回滚","/model/model-rollback","li/menuitem","数据中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0775","模型中心/回滚","/model/model-rollback","li/menuitem","预测中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0776","模型中心/回滚","/model/model-rollback","li/menuitem","策略中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0777","模型中心/回滚","/model/model-rollback","li/menuitem","AI 助手","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0778","模型中心/回滚","/model/model-rollback","li/menuitem","报告中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0779","模型中心/回滚","/model/model-rollback","li/menuitem","模型中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0780","模型中心/回滚","/model/model-rollback","li/menuitem","知识库","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0781","模型中心/回滚","/model/model-rollback","li/menuitem","任务中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0782","模型中心/回滚","/model/model-rollback","li/menuitem","系统设置","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0783","模型中心/回滚","/model/model-rollback","button/button","快捷操作","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0784","模型中心/回滚","/model/model-rollback","button/button","收起菜单","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0785","模型中心/回滚","/model/model-rollback","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0786","模型中心/回滚","/model/model-rollback","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0787","模型中心/回滚","/model/model-rollback","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0788","模型中心/回滚","/model/model-rollback","input/input","搜索版本号 / 模型名称 / 训练任务ID","input","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0789","模型中心/回滚","/model/model-rollback","button/button","","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0790","模型中心/回滚","/model/model-rollback","button/button","刷新","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0791","模型中心/回滚","/model/model-rollback","button/button","启动训练","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0792","模型中心/回滚","/model/model-rollback","button/button","更多","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0793","模型中心/回滚","/model/model-rollback","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0794","模型中心/回滚","/model/model-rollback","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0795","模型中心/回滚","/model/model-rollback","button/button","查看训练日志","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0796","模型中心/回滚","/model/model-rollback","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0797","模型中心/回滚","/model/model-rollback","button/button","回滚","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0798","知识库/政策","/knowledge/knowledge-policy","input/combobox","","select","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0799","知识库/政策","/knowledge/knowledge-policy","button/button","通知中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0800","知识库/政策","/knowledge/knowledge-policy","button/button","帮助中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0801","知识库/政策","/knowledge/knowledge-policy","button/button","刷新当前视图","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0802","知识库/政策","/knowledge/knowledge-policy","button/button","最终验收管理员 A admin","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0803","知识库/政策","/knowledge/knowledge-policy","li/menuitem","首页","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0804","知识库/政策","/knowledge/knowledge-policy","li/menuitem","数据中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0805","知识库/政策","/knowledge/knowledge-policy","li/menuitem","预测中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0806","知识库/政策","/knowledge/knowledge-policy","li/menuitem","策略中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0807","知识库/政策","/knowledge/knowledge-policy","li/menuitem","AI 助手","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0808","知识库/政策","/knowledge/knowledge-policy","li/menuitem","报告中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0809","知识库/政策","/knowledge/knowledge-policy","li/menuitem","模型中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0810","知识库/政策","/knowledge/knowledge-policy","li/menuitem","知识库","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0811","知识库/政策","/knowledge/knowledge-policy","li/menuitem","任务中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0812","知识库/政策","/knowledge/knowledge-policy","li/menuitem","系统设置","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0813","知识库/政策","/knowledge/knowledge-policy","button/button","快捷操作","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0814","知识库/政策","/knowledge/knowledge-policy","button/button","收起菜单","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0815","知识库/政策","/knowledge/knowledge-policy","button/button","重建索引","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0816","知识库/政策","/knowledge/knowledge-policy","button/button","刷新 Embedding","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0817","知识库/政策","/knowledge/knowledge-policy","button/button","更多","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0818","知识库/政策","/knowledge/knowledge-policy","button/button","上传文档","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0819","知识库/政策","/knowledge/knowledge-policy","button/button","刷新","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0820","知识库/政策","/knowledge/knowledge-policy","button/button","详情","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0821","知识库/政策","/knowledge/knowledge-policy","button/button","重新索引","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0822","知识库/政策","/knowledge/knowledge-policy","button/button","详情","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0823","知识库/政策","/knowledge/knowledge-policy","button/button","重新索引","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0824","知识库/政策","/knowledge/knowledge-policy","button/button","详情","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0825","知识库/政策","/knowledge/knowledge-policy","button/button","重新索引","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0826","知识库/政策","/knowledge/knowledge-policy","button/button","详情","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0827","知识库/政策","/knowledge/knowledge-policy","button/button","重新索引","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0828","知识库/政策","/knowledge/knowledge-policy","button/button","","click","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0829","知识库/政策","/knowledge/knowledge-policy","a/link","1","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0830","知识库/政策","/knowledge/knowledge-policy","button/button","","click","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0831","知识库/政策","/knowledge/knowledge-policy","textarea/textarea","","interact","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0832","知识库/政策","/knowledge/knowledge-policy","input/combobox","","select","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0833","知识库/政策","/knowledge/knowledge-policy","button/button","检索 / 测试","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0834","知识库/政策","/knowledge/knowledge-policy","button/button","复制","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0835","知识库/索引","/knowledge/knowledge-index","input/combobox","","select","保持明确禁用态，不触发未授权或缺少上下文的动作","页面明确 disabled，状态与权限/上下文边界一致","Disabled-by-design","N/A","N/A"
"FUNC-0836","知识库/索引","/knowledge/knowledge-index","button/button","通知中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0837","知识库/索引","/knowledge/knowledge-index","button/button","帮助中心","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0838","知识库/索引","/knowledge/knowledge-index","button/button","刷新当前视图","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0839","知识库/索引","/knowledge/knowledge-index","button/button","最终验收管理员 A admin","click","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0840","知识库/索引","/knowledge/knowledge-index","li/menuitem","首页","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0841","知识库/索引","/knowledge/knowledge-index","li/menuitem","数据中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0842","知识库/索引","/knowledge/knowledge-index","li/menuitem","预测中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0843","知识库/索引","/knowledge/knowledge-index","li/menuitem","策略中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0844","知识库/索引","/knowledge/knowledge-index","li/menuitem","AI 助手","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
"FUNC-0845","知识库/索引","/knowledge/knowledge-index","li/menuitem","报告中心","navigate","触发对应页面业务动作，并由路由或后端 API 完成","可见、可操作；页面专项、API 与浏览器回归均通过","PASS","0 error","normal path 2xx / permission denial expected"
